측정일시,측정소명,이산화질소농도(ppm),오존농도(ppm),이산화탄소농도(ppm),아황산가스(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
20191105,강동구,0.039,0.012,0.5,0.003,45,23
20191105,강변북로,0.056,0.008,0.6,0.005,29,19
20191105,강북구,0.027,0.019,0.5,0.002,37,22
20191105,강서구,0.035,0.018,0.6,0.006,40,23
20191105,공항대로,0.044,0.01,0.6,0.005,40,19
20191105,관악구,0.021,0.007,0.6,0.004,40,19
20191105,관악산,0.016,0.039,0.5,0.004,41,21
20191105,광진구,0.033,0.013,0.7,0.003,38,23
20191105,구로구,0.035,0.02,0.4,0.005,31,27
20191105,궁동,0.031,0.011,0.4,0.004,33,20
20191105,금천구,0.04,0.014,0.5,0.003,29,19
20191105,남산,0.023,0.02,0.8,0.004,36,19
20191105,노원구,0.019,0.015,0.6,0.004,31,21
20191105,도봉구,0.026,0.019,0.6,0.003,27,16
20191105,동대문구,0.036,0.017,0.4,0.003,33,17
20191105,동작구,0.038,0.015,0.5,0.004,35,21
20191105,동작대로,0.05,0.012,0.6,0.006,30,15
20191105,마포구,0.041,0.016,0.6,0.003,33,18
20191105,마포아트센터,0.038,0.019,0.4,0.004,31,17
20191105,북한산,0.012,0.028,0.4,0.003,26,15
20191105,서대문구,0.03,0.018,0.7,0.004,32,13
20191105,서울숲,0.029,0.013,1.5,0.005,35,17
20191105,서초구,0.039,0.02,0.5,0.003,40,22
20191105,성동구,0.044,0.013,0.5,0.003,33,18
20191105,성북구,0.037,0.017,0.8,0.002,45,13
20191105,세곡,0.031,0.011,0.8,0.004,28,16
20191105,송파구,0.042,0.013,0.6,0.003,31,18
20191105,시흥대로,0.055,0.014,0.7,0.005,34,20
20191105,신촌로,0.059,0.008,0.9,0.004,41,24
20191105,양천구,0.044,0.021,0.6,0.007,42,22
20191105,영등포구,0.039,0.015,0.5,0.001,36,20
20191105,영등포로,0.058,0.008,0.8,0.004,43,25
20191105,올림픽공원,0.029,0.012,0.7,0.002,36,18
20191105,용산구,0.045,0.013,0.6,0.003,27,18
20191105,은평구,0.032,0.021,0.7,0.004,31,19
20191105,자연사박물관,,,,,35,19
20191105,정릉로,0.078,0.005,0.6,0.004,32,22
20191105,종로,0.036,0.015,0.6,0.003,26,15
20191105,종로구,0.037,0.014,0.7,0.003,32,20
20191105,중구,0.04,0.017,0.6,0.003,28,17
20191105,중랑구,0.036,0.01,0.6,0.002,37,18
20191105,천호대로,0.044,0.011,0.6,0.002,41,21
20191105,청계천로,0.046,0.014,0.9,0.004,35,24
20191105,한강대로,0.046,0.014,0.9,0.005,31,18
20191105,행주,0.031,0.017,0.7,0.004,37,18
20191105,홍릉로,0.04,0.014,0.8,0.004,44,24
20191105,화랑로,0.032,0.013,0.4,0.002,40,19
20191106,강남구,0.049,0.02,0.7,0.004,57,32
20191106,강동구,0.043,0.011,0.6,0.003,66,39
20191106,강변북로,0.059,0.008,0.7,0.005,47,33
20191106,강북구,0.031,0.018,0.6,0.003,55,35
20191106,강서구,0.041,0.014,0.7,0.006,58,33
20191106,공항대로,0.048,0.008,0.7,0.006,54,28
20191106,관악구,0.024,0.007,0.7,0.004,55,27
20191106,관악산,0.021,0.027,0.6,0.005,55,29
20191106,광진구,0.038,0.011,0.8,0.003,60,36
20191106,구로구,0.037,0.02,0.5,0.005,33,36
20191106,궁동,0.036,0.009,0.4,0.004,43,25
20191106,금천구,0.045,0.011,0.6,0.004,42,27
20191106,남산,0.028,0.016,0.9,0.005,51,28
20191106,노원구,0.024,0.012,0.7,0.005,47,35
20191106,도봉구,0.032,0.015,0.7,0.003,41,28
20191106,동대문구,0.045,0.013,0.3,0.003,50,29
20191106,동작구,0.043,0.013,0.6,0.004,54,35
20191106,동작대로,0.056,0.009,0.7,0.007,48,26
20191106,마포구,0.045,0.013,0.7,0.004,50,31
20191106,마포아트센터,0.04,0.018,0.4,0.004,50,27
20191106,북한산,0.021,0.024,0.6,0.004,44,26
20191106,서대문구,0.037,0.014,0.9,0.005,46,24
20191106,서울숲,0.034,0.011,1.6,0.005,48,24
20191106,서초구,0.045,0.016,0.5,0.004,66,37
20191106,성동구,0.048,0.012,0.6,0.003,47,28
20191106,성북구,0.044,0.012,0.9,0.003,64,21
20191106,세곡,0.034,0.011,0.9,0.004,43,25
20191106,송파구,0.049,0.009,0.7,0.003,50,34
20191106,시흥대로,0.056,0.013,0.8,0.005,45,28
20191106,신촌로,0.056,0.008,0.9,0.005,59,37
20191106,양천구,0.045,0.021,0.7,0.007,61,32
20191106,영등포구,0.041,0.013,0.6,0.002,48,30
20191106,영등포로,0.057,0.007,0.9,0.005,59,36
20191106,올림픽공원,0.034,0.01,0.8,0.003,46,24
20191106,용산구,0.048,0.012,0.6,0.004,42,30
20191106,은평구,0.04,0.017,0.8,0.005,46,30
20191106,자연사박물관,,,,,47,26
20191106,정릉로,0.085,0.004,0.7,0.004,49,36
20191106,종로,0.044,0.01,0.7,0.004,43,26
20191106,종로구,0.043,0.011,0.7,0.004,48,32
20191106,중구,0.047,0.012,0.7,0.004,47,31
20191106,중랑구,0.042,0.011,0.7,0.003,51,27
20191106,천호대로,0.049,0.008,0.7,0.004,60,36
20191106,청계천로,0.051,0.01,0.9,0.005,52,38
20191106,한강대로,0.05,0.009,0.8,0.005,47,27
20191106,행주,0.041,0.011,0.8,0.005,58,25
20191106,홍릉로,0.044,0.01,0.8,0.005,61,32
20191106,화랑로,0.038,0.009,0.6,0.003,55,33
20191107,강남구,0.028,0.032,0.5,0.003,52,23
20191107,강동구,0.037,0.016,0.6,0.003,64,31
20191107,강변북로,0.048,0.013,0.6,0.005,43,22
20191107,강북구,0.015,0.029,0.5,0.003,53,27
20191107,강서구,0.023,0.027,0.4,0.005,56,27
20191107,공항대로,0.036,0.016,0.5,0.005,53,22
20191107,관악구,0.017,0.014,0.5,0.003,53,21
20191107,관악산,0.014,0.024,0.5,0.004,54,24
20191107,광진구,0.028,0.02,0.7,0.003,59,25
20191107,구로구,0.022,0.031,0.3,0.004,59,27
20191107,궁동,0.022,0.017,0.4,0.004,45,21
20191107,금천구,0.028,0.021,0.4,0.004,42,22
20191107,남산,0.011,0.032,0.7,0.004,56,24
20191107,노원구,0.017,0.018,0.5,0.005,43,28
20191107,도봉구,0.022,0.026,0.6,0.003,41,20
20191107,동대문구,0.024,0.026,0.3,0.003,47,21
20191107,동작구,0.025,0.023,0.4,0.004,52,27
20191107,동작대로,0.043,0.018,0.5,0.007,44,16
20191107,마포구,0.032,0.019,0.5,0.003,51,25
20191107,마포아트센터,0.026,0.027,0.4,0.003,46,22
20191107,북한산,0.009,0.032,0.4,0.003,38,18
20191107,서대문구,0.021,0.025,0.7,0.005,49,18
20191107,서울숲,0.027,0.013,1.5,0.004,58,26
20191107,서초구,0.026,0.029,0.4,0.003,60,27
20191107,성동구,0.029,0.026,0.5,0.003,49,22
20191107,성북구,0.026,0.026,0.7,0.003,58,15
20191107,세곡,0.032,0.013,0.8,0.004,45,19
20191107,송파구,0.035,0.018,0.6,0.003,46,21
20191107,시흥대로,0.038,0.022,0.5,0.004,42,22
20191107,신촌로,0.049,0.012,0.7,0.004,57,30
20191107,양천구,0.027,0.038,0.5,0.006,60,26
20191107,영등포구,0.027,0.021,0.4,0.002,45,22
20191107,영등포로,0.039,0.017,0.6,0.004,53,26
20191107,올림픽공원,0.026,0.016,0.7,0.003,50,22
20191107,용산구,0.035,0.02,0.5,0.003,43,23
20191107,은평구,0.024,0.027,0.6,0.005,49,22
20191107,자연사박물관,,,,,50,24
20191107,정릉로,0.082,0.006,0.5,0.004,41,22
20191107,종로,0.024,0.024,0.5,0.004,42,20
20191107,종로구,0.022,0.023,0.5,0.004,44,24
20191107,중구,0.025,0.027,0.5,0.004,43,23
20191107,중랑구,0.031,0.018,0.6,0.003,49,20
20191107,천호대로,0.041,0.015,0.6,0.004,56,26
20191107,청계천로,0.03,0.024,0.6,0.004,47,28
20191107,한강대로,0.035,0.02,0.5,0.005,46,21
20191107,행주,0.021,0.027,0.6,0.005,60,22
20191107,홍릉로,0.031,0.021,0.7,0.004,60,26
20191107,화랑로,0.034,0.013,0.5,0.003,54,25
20191108,강남구,0.036,0.019,0.5,0.003,49,18
20191108,강동구,0.04,0.011,0.5,0.003,57,24
20191108,강변북로,0.051,0.008,0.6,0.005,38,15
20191108,강북구,0.02,0.021,0.5,0.003,48,20
20191108,강서구,0.03,0.017,0.4,0.005,48,19
20191108,공항대로,0.04,0.009,0.5,0.005,47,17
20191108,관악구,0.034,0.015,0.5,0.004,46,16
20191108,관악산,0.013,0.011,0.5,0.003,51,16
20191108,광진구,0.031,0.009,0.6,0.002,52,18
20191108,구로구,0.028,0.022,0.3,0.004,44,20
20191108,궁동,0.027,0.012,0.4,0.004,37,17
20191108,금천구,0.036,0.013,0.5,0.003,38,18
20191108,남산,0.014,0.023,0.6,0.004,48,16
20191108,노원구,0.018,0.013,0.5,0.005,40,22
20191108,도봉구,0.025,0.018,0.5,0.003,35,14
20191108,동대문구,0.034,0.014,0.5,0.003,47,15
20191108,동작구,0.036,0.013,0.4,0.003,45,20
20191108,동작대로,0.05,0.01,0.6,0.007,38,12
20191108,마포구,0.033,0.015,0.5,0.003,45,17
20191108,마포아트센터,0.03,0.02,0.4,0.003,38,14
20191108,북한산,0.01,0.027,0.3,0.003,33,12
20191108,서대문구,0.023,0.019,0.7,0.006,39,10
20191108,서울숲,,,,,50,17
20191108,서초구,0.033,0.019,0.4,0.003,47,18
20191108,성동구,0.038,0.013,0.5,0.003,44,18
20191108,성북구,0.035,0.013,0.8,0.003,53,11
20191108,세곡,0.035,0.007,0.8,0.004,42,14
20191108,송파구,0.041,0.009,0.6,0.003,45,16
20191108,시흥대로,0.047,0.013,0.6,0.004,36,16
20191108,신촌로,0.05,0.01,0.7,0.004,51,22
20191108,양천구,0.033,0.025,0.5,0.006,50,19
20191108,영등포구,0.032,0.012,0.3,0.001,37,15
20191108,영등포로,0.041,0.011,0.6,0.004,44,18
20191108,올림픽공원,0.031,0.009,0.6,0.003,47,16
20191108,용산구,0.033,0.015,0.5,0.003,37,15
20191108,은평구,0.028,0.02,0.6,0.005,37,14
20191108,자연사박물관,,,,,42,15
20191108,정릉로,0.112,0.004,0.5,0.004,35,18
20191108,종로,0.031,0.014,0.5,0.003,36,13
20191108,종로구,0.031,0.014,0.5,0.004,44,18
20191108,중구,0.033,0.017,0.5,0.003,36,16
20191108,중랑구,0.031,0.014,0.5,0.003,46,14
20191108,천호대로,0.046,0.008,0.6,0.004,52,21
20191108,청계천로,0.041,0.012,0.7,0.004,41,21
20191108,한강대로,0.035,0.015,0.5,0.004,40,14
20191108,행주,0.023,0.022,0.5,0.004,47,16
20191108,홍릉로,0.036,0.012,0.7,0.004,58,21
20191108,화랑로,0.037,0.007,0.5,0.003,54,23
20191109,강남구,0.047,0.016,0.7,0.005,50,24
20191109,강동구,0.046,0.009,0.6,0.003,54,31
20191109,강변북로,0.058,0.007,0.7,0.005,41,21
20191109,강북구,0.029,0.017,0.6,0.003,45,24
20191109,강서구,0.038,0.014,0.6,0.007,55,23
20191109,공항대로,0.045,0.008,0.7,0.006,49,20
20191109,관악구,0.048,0.011,0.7,0.004,49,21
20191109,관악산,0.014,0.021,0.5,0.003,35,15
20191109,광진구,0.034,0.008,0.6,0.003,52,23
20191109,구로구,0.038,0.017,0.4,0.005,43,26
20191109,궁동,0.031,0.011,0.4,0.004,42,23
20191109,금천구,0.047,0.009,0.6,0.004,39,23
20191109,남산,0.025,0.017,0.8,0.004,50,19
20191109,노원구,0.023,0.011,0.7,0.005,41,28
20191109,도봉구,0.03,0.016,0.7,0.003,33,18
20191109,동대문구,0.043,0.012,0.7,0.003,52,21
20191109,동작구,0.044,0.012,0.6,0.004,44,23
20191109,동작대로,0.058,0.008,0.9,0.007,40,17
20191109,마포구,0.046,0.012,0.7,0.003,42,20
20191109,마포아트센터,0.045,0.015,0.4,0.004,42,19
20191109,북한산,0.012,0.028,0.4,0.003,26,13
20191109,서대문구,0.032,0.015,0.9,0.006,35,12
20191109,서울숲,,,,,54,21
20191109,서초구,0.043,0.016,0.5,0.003,52,24
20191109,성동구,0.047,0.01,0.6,0.003,50,22
20191109,성북구,0.044,0.011,1,0.003,53,16
20191109,세곡,0.04,0.007,1,0.004,43,19
20191109,송파구,0.049,0.008,0.8,0.003,40,19
20191109,시흥대로,0.061,0.01,0.9,0.005,43,21
20191109,신촌로,0.062,0.006,1,0.004,51,27
20191109,양천구,0.045,0.018,0.7,0.006,52,23
20191109,영등포구,0.039,0.012,0.5,0.001,39,20
20191109,영등포로,0.052,0.008,0.8,0.004,49,23
20191109,올림픽공원,0.035,0.009,0.7,0.003,45,19
20191109,용산구,0.047,0.01,0.6,0.004,36,20
20191109,은평구,0.035,0.019,0.7,0.004,32,15
20191109,자연사박물관,,,,,37,17
20191109,정릉로,0.117,0.003,0.7,0.004,42,24
20191109,종로,0.041,0.01,0.6,0.004,34,16
20191109,종로구,0.041,0.011,0.7,0.004,41,22
20191109,중구,0.044,0.013,0.7,0.004,35,19
20191109,중랑구,0.041,0.01,0.6,0.003,44,17
20191109,천호대로,0.05,0.008,0.6,0.004,54,24
20191109,청계천로,0.048,0.011,0.9,0.005,40,24
20191109,한강대로,0.048,0.01,0.7,0.005,43,19
20191109,행주,0.033,0.015,0.7,0.005,46,19
20191109,홍릉로,0.044,0.011,0.9,0.005,57,27
20191109,화랑로,0.04,0.007,0.6,0.003,53,26
20191110,강남구,0.039,0.018,0.6,0.003,47,26
20191110,강동구,0.035,0.011,0.6,0.004,54,33
20191110,강변북로,0.048,0.009,0.7,0.005,37,26
20191110,강북구,0.033,0.013,0.6,0.003,46,31
20191110,강서구,0.043,0.012,0.7,0.004,51,32
20191110,공항대로,0.042,0.008,0.7,0.005,46,25
20191110,관악구,0.043,0.012,0.7,0.004,46,25
20191110,관악산,0.014,0.039,0.6,0.004,38,20
20191110,광진구,0.029,0.011,0.6,0.003,48,29
20191110,구로구,0.036,0.017,0.5,0.004,44,35
20191110,궁동,0.029,0.012,0.4,0.004,35,23
20191110,금천구,0.04,0.013,0.6,0.003,35,25
20191110,남산,0.023,0.018,0.9,0.005,43,23
20191110,노원구,0.022,0.01,0.7,0.005,40,30
20191110,도봉구,0.033,0.011,0.7,0.003,31,23
20191110,동대문구,0.04,0.011,0.6,0.003,47,25
20191110,동작구,0.041,0.013,0.6,0.004,45,31
20191110,동작대로,0.049,0.01,0.7,0.006,35,22
20191110,마포구,0.044,0.012,0.7,0.004,41,27
20191110,마포아트센터,0.04,0.015,0.4,0.004,41,24
20191110,북한산,0.021,0.019,0.5,0.003,35,21
20191110,서대문구,0.033,0.016,0.8,0.005,36,19
20191110,서울숲,,,,,43,25
20191110,서초구,0.037,0.017,0.5,0.003,50,31
20191110,성동구,0.039,0.012,0.6,0.003,,25
20191110,성북구,0.041,0.01,1,0.003,48,19
20191110,세곡,0.028,0.013,0.9,0.004,35,21
20191110,송파구,0.037,0.011,0.7,0.003,38,24
20191110,시흥대로,0.056,0.009,0.9,0.004,39,24
20191110,신촌로,0.047,0.009,0.8,0.004,47,30
20191110,양천구,0.046,0.016,0.7,0.007,53,31
20191110,영등포구,0.039,0.012,0.6,0.002,37,26
20191110,영등포로,0.05,0.007,0.9,0.004,52,34
20191110,올림픽공원,0.03,0.01,0.8,0.003,41,22
20191110,용산구,0.043,0.012,0.6,0.004,36,27
20191110,은평구,0.034,0.02,0.8,0.005,37,25
20191110,자연사박물관,,,,,37,21
20191110,정릉로,0.089,0.004,0.7,0.004,38,28
20191110,종로,0.043,0.007,0.7,0.004,37,22
20191110,종로구,0.04,0.01,0.7,0.004,39,26
20191110,중구,0.046,0.009,0.7,0.004,38,26
20191110,중랑구,0.033,0.012,0.6,0.003,45,24
20191110,천호대로,0.039,0.01,0.6,0.004,56,30
20191110,청계천로,0.044,0.009,0.8,0.005,41,30
20191110,한강대로,0.043,0.01,0.6,0.005,43,26
20191110,행주,0.039,0.012,0.9,0.005,44,21
20191110,홍릉로,0.037,0.01,0.7,0.004,55,29
20191110,화랑로,0.036,0.007,0.6,0.002,46,29
20191111,강남구,0.026,0.031,0.5,0.002,25,13
20191111,강동구,0.024,0.025,0.5,0.003,31,1
20191111,강변북로,0.042,0.015,0.6,0.004,23,17
20191111,강북구,0.015,0.027,0.5,0.002,27,16
20191111,강서구,0.022,0.026,0.5,0.004,26,15
20191111,공항대로,0.031,0.018,0.5,0.005,29,13
20191111,관악구,0.026,0.025,0.5,0.003,27,12
20191111,관악산,0.013,0.041,0.5,0.004,22,14
20191111,광진구,0.021,0.022,0.6,0.002,29,18
20191111,구로구,0.022,0.031,0.4,0.004,28,21
20191111,궁동,0.018,0.02,0.4,0.004,24,13
20191111,금천구,0.026,0.022,0.5,0.003,21,13
20191111,남산,0.011,0.033,0.7,0.003,26,13
20191111,노원구,0.013,0.023,0.5,0.004,22,17
20191111,도봉구,0.017,0.029,0.6,0.002,19,14
20191111,동대문구,0.023,0.027,0.5,0.002,25,12
20191111,동작구,0.022,0.024,0.5,0.003,26,15
20191111,동작대로,0.04,0.02,0.5,0.006,21,11
20191111,마포구,0.028,0.024,0.5,0.003,24,12
20191111,마포아트센터,0.022,0.025,0.4,0.003,26,13
20191111,북한산,0.011,0.03,0.5,0.003,20,12
20191111,서대문구,0.022,0.025,0.7,0.004,24,10
20191111,서울숲,,,,,24,13
20191111,서초구,0.022,0.032,0.4,0.003,28,19
20191111,성동구,0.025,0.025,0.5,0.003,27,15
20191111,성북구,0.025,0.025,0.8,0.002,33,10
20191111,세곡,0.027,0.016,0.7,0.003,21,12
20191111,송파구,0.029,0.021,0.6,0.002,25,15
20191111,시흥대로,0.038,0.023,0.6,0.003,23,13
20191111,신촌로,0.042,0.016,0.7,0.003,32,17
20191111,양천구,0.025,0.036,0.6,0.006,31,14
20191111,영등포구,0.025,0.023,0.5,0.002,23,17
20191111,영등포로,0.04,0.017,0.7,0.003,30,17
20191111,올림픽공원,0.017,0.022,0.6,0.002,20,12
20191111,용산구,0.028,0.023,0.5,0.003,17,11
20191111,은평구,0.021,0.03,0.8,0.004,24,18
20191111,자연사박물관,,,,,23,13
20191111,정릉로,0.076,0.006,0.5,0.004,26,20
20191111,종로,0.023,0.025,0.5,0.003,19,11
20191111,종로구,0.021,0.023,0.5,0.003,23,14
20191111,중구,0.022,0.027,0.5,0.003,20,13
20191111,중랑구,0.024,0.023,0.6,0.002,24,10
20191111,천호대로,0.033,0.022,0.4,0.003,28,14
20191111,청계천로,0.03,0.025,0.7,0.004,24,16
20191111,한강대로,0.028,0.022,0.6,0.004,24,15
20191111,행주,0.019,0.027,0.7,0.004,25,12
20191111,홍릉로,0.027,0.023,0.7,0.003,35,18
20191111,화랑로,0.031,0.016,0.5,0.002,28,15
20191112,강남구,0.047,0.01,0.7,0.003,44,20
20191112,강동구,0.042,0.004,0.6,0.003,50,21
20191112,강변북로,0.054,0.005,0.8,0.006,36,23
20191112,강북구,0.031,0.009,0.6,0.003,39,23
20191112,강서구,0.048,0.004,0.8,0.006,46,25
20191112,공항대로,0.052,0.003,0.8,0.005,50,22
20191112,관악구,0.048,0.005,0.7,0.004,44,21
20191112,관악산,0.021,0.018,0.5,0.004,41,21
20191112,광진구,0.035,0.003,0.8,0.003,45,24
20191112,구로구,0.04,0.01,0.5,0.005,41,30
20191112,궁동,0.035,0.005,0.4,0.004,39,19
20191112,금천구,0.043,0.005,0.6,0.004,32,19
20191112,남산,0.039,0.008,0.9,0.004,45,20
20191112,노원구,0.023,0.005,0.7,0.004,32,23
20191112,도봉구,0.032,0.006,0.7,0.003,25,16
20191112,동대문구,0.047,0.005,0.8,0.003,43,19
20191112,동작구,0.042,0.008,0.6,0.003,41,21
20191112,동작대로,0.054,0.005,0.8,0.007,38,18
20191112,마포구,0.048,0.005,0.8,0.003,40,20
20191112,마포아트센터,0.047,0.007,0.4,0.004,40,18
20191112,북한산,0.02,0.013,0.5,0.003,26,13
20191112,서대문구,0.037,0.006,1,0.005,34,16
20191112,서울숲,,,,,38,20
20191112,서초구,0.046,0.009,0.6,0.003,50,27
20191112,성동구,0.048,0.004,0.7,0.004,37,20
20191112,성북구,0.045,0.004,1.1,0.003,48,15
20191112,세곡,0.033,0.005,1,0.004,36,16
20191112,송파구,0.046,0.003,0.7,0.002,38,21
20191112,시흥대로,0.062,0.004,0.9,0.005,40,20
20191112,신촌로,0.055,0.003,1,0.004,48,27
20191112,양천구,0.051,0.004,0.8,0.006,46,23
20191112,영등포구,0.044,0.006,0.6,0.003,35,22
20191112,영등포로,0.055,0.004,0.9,0.004,47,26
20191112,올림픽공원,0.033,0.004,0.8,0.002,41,18
20191112,용산구,0.045,0.005,0.7,0.003,31,19
20191112,은평구,0.042,0.008,0.9,0.005,33,20
20191112,자연사박물관,,,,,37,19
20191112,정릉로,0.101,0.003,0.8,0.005,38,26
20191112,종로,0.04,0.004,0.7,0.003,35,18
20191112,종로구,0.045,0.005,0.8,0.004,38,23
20191112,중구,0.049,0.005,0.8,0.004,36,22
20191112,중랑구,0.039,0.005,0.7,0.002,39,16
20191112,천호대로,0.048,0.003,0.6,0.003,49,23
20191112,청계천로,0.052,0.003,1.1,0.005,42,26
20191112,한강대로,0.049,0.005,0.8,0.004,39,23
20191112,행주,0.042,0.004,0.9,0.005,43,18
20191112,홍릉로,0.046,0.003,0.9,0.004,51,25
20191112,화랑로,0.036,0.004,0.7,0.003,46,22
20191113,강남구,0.038,0.011,0.7,0.003,40,21
20191113,강동구,0.034,0.005,0.6,0.003,55,19
20191113,강변북로,0.045,0.007,0.7,0.005,30,23
20191113,강북구,0.029,0.011,0.6,0.003,38,23
20191113,강서구,0.037,0.008,0.7,0.005,44,27
20191113,공항대로,0.04,0.006,0.7,0.005,41,21
20191113,관악구,0.041,0.008,0.7,0.004,39,20
20191113,관악산,0.018,0.031,0.5,0.006,24,14
20191113,광진구,0.028,0.005,0.7,0.003,42,23
20191113,구로구,0.031,0.012,0.5,0.004,40,32
20191113,궁동,0.031,0.006,0.4,0.004,38,22
20191113,금천구,0.039,0.006,0.6,0.004,33,23
20191113,남산,0.027,0.012,0.8,0.003,30,16
20191113,노원구,0.022,0.006,0.7,0.005,32,23
20191113,도봉구,0.029,0.009,0.7,0.003,25,18
20191113,동대문구,0.037,0.006,0.7,0.003,37,19
20191113,동작구,0.038,0.009,0.6,0.004,41,28
20191113,동작대로,0.043,0.007,0.7,0.006,32,19
20191113,마포구,0.04,0.007,0.7,0.003,33,21
20191113,마포아트센터,0.04,0.008,0.4,0.003,34,18
20191113,북한산,0.021,0.011,0.5,0.003,27,16
20191113,서대문구,0.032,0.008,0.9,0.004,32,16
20191113,서울숲,,,,,33,17
20191113,서초구,0.035,0.012,0.5,0.003,44,27
20191113,성동구,0.036,0.006,0.6,0.003,30,20
20191113,성북구,0.037,0.007,1.2,0.003,45,14
20191113,세곡,0.03,0.005,0.9,0.004,30,16
20191113,송파구,0.037,0.005,0.7,0.003,34,21
20191113,시흥대로,0.049,0.007,0.8,0.004,37,22
20191113,신촌로,0.048,0.004,0.8,0.004,41,25
20191113,양천구,0.04,0.006,0.7,0.005,46,26
20191113,영등포구,0.036,0.009,0.6,0.003,33,24
20191113,영등포로,0.045,0.005,0.8,0.004,47,30
20191113,올림픽공원,0.027,0.005,0.8,0.002,31,15
20191113,용산구,0.04,0.006,0.6,0.003,27,19
20191113,은평구,0.038,0.009,0.9,0.004,31,21
20191113,자연사박물관,,,,,27,16
20191113,정릉로,0.097,0.003,0.8,0.005,32,25
20191113,종로,0.037,0.007,0.7,0.004,37,22
20191113,종로구,0.037,0.007,0.8,0.004,34,20
20191113,중구,0.041,0.007,0.8,0.004,34,22
20191113,중랑구,0.034,0.006,0.7,0.002,36,18
20191113,천호대로,0.039,0.004,0.5,0.003,44,24
20191113,청계천로,0.043,0.007,1,0.005,35,24
20191113,한강대로,0.043,0.006,0.7,0.004,32,21
20191113,행주,0.036,0.008,0.8,0.005,39,17
20191113,홍릉로,0.037,0.005,0.8,0.004,44,24
20191113,화랑로,0.032,0.005,0.7,0.002,42,23
20191114,강남구,0.016,0.025,0.3,0.002,20,6
20191114,강남대로,0.075,0.004,0.8,0.003,,
20191114,강동구,0.018,0.022,0.3,0.003,26,19
20191114,강변북로,0.03,0.018,0.4,0.004,17,4
20191114,강북구,0.01,0.028,0.3,0.002,21,6
20191114,강서구,0.017,0.023,0.3,0.003,22,7
20191114,공항대로,0.027,0.017,0.3,0.004,25,7
20191114,관악구,0.018,0.02,0.3,0.002,22,5
20191114,관악산,0.013,0.021,0.4,0.003,26,6
20191114,광진구,0.014,0.022,0.3,0.002,18,6
20191114,구로구,0.016,0.028,0.2,0.004,19,9
20191114,궁동,0.012,0.015,0.4,0.004,16,5
20191114,금천구,0.018,0.02,0.3,0.003,20,8
20191114,남산,0.009,0.026,0.4,0.003,21,6
20191114,노원구,0.006,0.022,0.3,0.004,15,8
20191114,도봉구,0.012,0.026,0.3,0.001,10,3
20191114,동대문구,0.015,0.022,0.3,0.002,18,3
20191114,동작구,0.017,0.021,0.3,0.003,25,8
20191114,동작대로,0.03,0.018,0.3,0.006,16,3
20191114,마포구,0.018,0.021,0.3,0.002,21,5
20191114,마포아트센터,0.016,0.026,0.4,0.002,5,4
20191114,북한산,0.007,0.025,0.2,0.003,14,3
20191114,서대문구,0.013,0.024,0.7,0.004,21,3
20191114,서울숲,,0.021,0.1,0.004,12,4
20191114,서초구,0.017,0.028,0.2,0.002,21,8
20191114,성동구,0.016,0.025,0.3,0.003,19,9
20191114,성북구,0.015,0.024,0.9,0.003,22,2
20191114,세곡,0.018,0.019,0.6,0.003,18,5
20191114,송파구,0.021,0.019,0.3,0.003,18,5
20191114,시흥대로,0.032,0.018,0.4,0.003,20,7
20191114,신촌로,0.031,0.017,0.5,0.003,22,7
20191114,양천구,0.019,0.022,0.3,0.004,25,7
20191114,영등포구,0.018,0.019,0.2,0.003,17,6
20191114,영등포로,0.025,0.018,0.4,0.003,22,7
20191114,올림픽공원,0.012,0.021,0.4,0.003,20,5
20191114,용산구,0.018,0.021,0.3,0.003,13,4
20191114,은평구,0.016,0.025,0.6,0.004,21,5
20191114,자연사박물관,,,,,18,5
20191114,정릉로,0.068,0.007,0.3,0.004,17,7
20191114,종로,0.018,0.022,0.3,0.003,20,7
20191114,종로구,0.015,0.021,0.3,0.003,19,6
20191114,중구,0.017,0.024,0.3,0.003,16,7
20191114,중랑구,0.016,0.025,0.3,0.002,18,3
20191114,천호대로,0.027,0.018,0.3,0.003,21,7
20191114,청계천로,0.015,0.025,0.4,0.003,17,7
20191114,한강대로,0.019,0.021,0.3,0.003,19,5
20191114,행주,0.014,0.025,0.4,0.004,26,6
20191114,홍릉로,0.022,0.019,0.5,0.003,27,9
20191114,화랑로,0.019,0.018,0.3,0.002,21,5
20191115,강남구,0.042,0.007,0.5,0.003,26,12
20191115,강남대로,0.047,0.008,0.5,0.002,,
20191115,강동구,0.039,0.004,0.5,0.003,31,19
20191115,강변북로,0.044,0.007,0.5,0.004,16,8
20191115,강북구,0.038,0.004,0.6,0.002,23,13
20191115,강서구,0.042,0.005,0.6,0.003,27,15
20191115,공항대로,0.043,0.004,0.6,0.005,28,14
20191115,관악구,0.043,0.011,0.6,0.003,27,12
20191115,관악산,0.012,0.04,0.5,0.004,30,13
20191115,광진구,0.032,0.003,0.6,0.002,22,13
20191115,구로구,0.035,0.011,0.4,0.004,23,20
20191115,궁동,0.029,0.006,0.4,0.004,24,14
20191115,금천구,0.035,0.01,0.5,0.003,23,14
20191115,남산,0.032,0.008,0.7,0.003,23,11
20191115,노원구,0.007,0.004,0.5,0.004,20,14
